time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.870840,-0.0438,0.1742,0.1732,0.249
3.890672,-0.0809,0.1455,0.1773,0.243
3.910892,-0.2128,0.1060,0.0046,0.238
3.931364,-0.2299,0.0991,-0.0857,0.265
3.951206,-0.1570,0.0002,-0.1075,0.190
3.971672,-0.0100,-0.1326,-0.0508,0.142
3.991612,0.0568,-0.1781,0.1095,0.217
4.011566,0.1055,-0.1344,0.2517,0.304
4.032098,0.1019,-0.0305,0.2478,0.270
4.051660,0.0448,0.0822,0.2164,0.236
4.071993,-0.0824,0.1396,0.1966,0.255
4.091524,-0.1772,0.0149,0.1698,0.246
4.112332,-0.1265,-0.1209,0.1477,0.229
4.131949,-0.0015,-0.1682,0.1145,0.203
4.152626,0.0558,-0.1310,0.0570,0.153
4.175255,0.0606,-0.0875,0.0272,0.110
4.192195,0.0281,-0.0165,0.0280,0.043
4.213119,-0.0512,0.0635,0.0678,0.106
4.232303,-0.0930,0.1864,0.1171,0.239
4.252854,-0.0711,0.1109,0.1771,0.221
4.273504,-0.0678,0.0621,0.2181,0.237
4.292549,-0.0380,0.0036,0.1632,0.168
4.312509,0.0155,-0.0217,0.1067,0.110
4.333212,0.0297,0.0213,0.0722,0.081
4.353074,-0.0300,-0.0505,0.0546,0.080
4.373808,-0.0292,-0.1341,0.1038,0.172
4.393024,-0.0080,-0.0700,0.1596,0.174
4.413100,-0.0450,0.0089,0.0836,0.095
4.433146,-0.0497,-0.0665,0.0310,0.089
4.453339,-0.0723,0.0147,0.0119,0.075
4.474747,-0.0617,0.0564,0.0793,0.115
4.494928,-0.0537,0.0427,0.1043,0.125
4.513650,0.0180,-0.0459,0.0973,0.109
4.534196,0.0699,-0.1215,0.1149,0.181
4.553709,0.0496,-0.1225,0.0947,0.163
4.575072,-0.0010,-0.0696,0.0313,0.076
4.593746,-0.0517,-0.0120,-0.0389,0.066
4.613841,-0.0797,0.0156,-0.0142,0.082
4.634551,-0.1022,-0.0235,-0.0197,0.107
4.657722,-0.1104,0.0257,-0.0480,0.123
4.674543,-0.0996,0.1113,-0.1232,0.194
4.694371,-0.1104,0.0369,-0.1335,0.177
4.713983,-0.1122,-0.0700,-0.0245,0.134
4.735777,-0.0427,-0.1612,0.1628,0.233
4.755131,0.0290,-0.1103,0.2430,0.268
4.774971,0.0123,-0.0362,0.2192,0.223
4.796098,-0.0408,-0.0015,0.1389,0.145
4.814699,-0.1093,-0.0284,0.0228,0.115
4.834779,-0.1312,-0.0069,0.0616,0.145
4.855070,-0.0822,-0.0121,0.1525,0.174
4.876133,-0.0464,-0.0161,0.1946,0.201
4.895834,-0.0099,-0.0849,0.1886,0.207
4.915601,-0.0012,-0.0984,0.1588,0.187
4.935279,-0.0318,-0.0675,0.1552,0.172
4.956184,-0.0440,-0.0008,0.0948,0.105
4.975903,-0.0557,0.0361,0.0741,0.099
4.996108,-0.0375,0.0009,0.0739,0.083
5.015451,-0.0595,-0.0267,0.0446,0.079
5.035923,-0.0602,0.0033,-0.0159,0.062
5.056407,-0.0497,0.0834,-0.0599,0.114
5.075961,-0.0469,-0.0023,-0.0639,0.079
5.096228,-0.0272,-0.0869,-0.0304,0.096
5.116380,-0.0026,-0.0495,0.0864,0.100
5.136805,-0.0676,0.0131,-0.0491,0.085
5.155990,-0.0517,-0.0393,-0.0597,0.088
5.177761,-0.0127,0.0002,0.0588,0.060
5.196340,0.0401,-0.0107,0.2355,0.239
5.216956,0.0718,-0.0436,0.2601,0.273
5.241304,0.1128,-0.0746,0.1738,0.220
5.256942,0.0853,-0.1394,0.0506,0.171
5.276752,0.0282,-0.0666,-0.0264,0.077
5.297229,-0.0036,-0.0040,-0.0031,0.006
5.316817,-0.0277,-0.0253,0.0437,0.058
5.337134,-0.0567,-0.0317,0.0759,0.100
5.357127,-0.0689,-0.0242,0.1623,0.178
5.377502,-0.0968,-0.0423,0.1895,0.217
5.397742,-0.0873,-0.0261,0.1928,0.213
5.417461,-0.0519,0.0071,0.1681,0.176
5.438793,-0.0262,-0.0047,0.1194,0.122
5.457353,0.0111,-0.0475,0.0445,0.066
5.477840,0.0136,-0.0625,0.0898,0.110
5.497785,-0.0343,-0.0551,0.1731,0.185
5.518527,-0.0549,-0.0283,0.1818,0.192
5.538098,-0.0497,-0.0221,0.1564,0.166
5.558257,-0.0173,0.0137,0.1454,0.147
5.578356,-0.0027,-0.0141,0.1508,0.152
5.598501,-0.0308,-0.0504,0.1357,0.148
5.618785,-0.0808,-0.0216,0.1121,0.140
5.638434,-0.0590,-0.0139,0.1325,0.146
5.658620,-0.0306,-0.0610,0.1630,0.177
5.679220,0.0320,-0.0943,0.2217,0.243
5.699174,-0.0573,0.0541,0.1283,0.151
5.718608,-0.0480,-0.0242,0.1361,0.146
5.738911,-0.0729,-0.0743,0.1516,0.184
